"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH14,FALSE, , , ,GCF_002246845,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRPRTH01,FALSE, , , ,GCF_002246875,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH05,FALSE, , , ,GCF_002246895,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH11,FALSE, , , ,GCF_002247365,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH12,FALSE, , , ,GCF_002247375,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH15,FALSE, , , ,GCF_002247385,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPSW+01,FALSE, , , ,GCF_002247625,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPSW+02,FALSE, , , ,GCF_002247645,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPSW+03,FALSE, , , ,GCF_002247665,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPH+01,FALSE, , , ,GCF_002247865,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPH+02,FALSE, , , ,GCF_002247885,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPH+03,FALSE, , , ,GCF_002247895,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRSRTH02,FALSE, , , ,GCF_002248045,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KPCTRSRTH03,TRUE, , , ,GCF_002248055,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KPCTRSRTH04,FALSE, , , ,GCF_002248085,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRSRTH06,FALSE, , , ,GCF_002248105,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRSRTH07,FALSE, , , ,GCF_002248115,,
Klebsiella_pneumoniae_KPCTRSRTH08,FALSE, , , ,GCF_002248135,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPUTH02,FALSE, , , ,GCF_002248425,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPUTH03,FALSE, , , ,GCF_002248435,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPUTH04,FALSE, , , ,GCF_002248485,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPUTH08,FALSE, , , ,GCF_002248505,,
Klebsiella_pneumoniae_KPPUTH07,FALSE, , , ,GCF_002248525,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH01,FALSE, , , ,GCF_002248545,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KPPSTH03,TRUE, , , ,GCF_002248565,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH02,FALSE, , , ,GCF_002248585,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH04,FALSE, , , ,GCF_002248595,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH13,FALSE, , , ,GCF_002248625,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH05,FALSE, , , ,GCF_002248635,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPH+04,FALSE, , , ,GCF_002248815,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPH+05,FALSE, , , ,GCF_002248845,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KPCTRSRTH05,TRUE, , , ,GCF_002248945,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRSRTH09,FALSE, , , ,GCF_002248955,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH06,FALSE, , , ,GCF_002249125,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPUTH05,FALSE, , , ,GCF_002249165,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH08,FALSE, , , ,GCF_002249195,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPPSTH07,FALSE, , , ,GCF_002249535,,
Klebsiella_pneumoniae-subsp-pneumoniae_AUSMDU00008079,FALSE, , , ,GCF_002249975,,
Klebsiella_pneumoniae_D3-2b-17,FALSE, , , ,GCF_002250985,,
Klebsiella_pneumoniae_3111F,FALSE, , , ,GCF_002251715,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRSRTH01,FALSE, , , ,GCF_002251875,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH31,FALSE, , , ,GCF_002251895,,
Klebsiella_pneumoniae_SCKP-LL83,FALSE, , , ,GCF_002252415,,
Klebsiella_pneumoniae_WCHKP2080,FALSE, , , ,GCF_002257765,,
Klebsiella_pneumoniae_WCHKP7J8,FALSE, , , ,GCF_002257775,,
Klebsiella_pneumoniae_WCHKP85522,FALSE, , , ,GCF_002257785,,
Klebsiella_pneumoniae_WCHKP1716,FALSE, , , ,GCF_002257795,,
Klebsiella_pneumoniae_WCHKP1608,FALSE, , , ,GCF_002257845,,
Klebsiella_pneumoniae_WCHKP9G2,FALSE, , , ,GCF_002257855,,
Klebsiella_pneumoniae_WCHKP1368,FALSE, , , ,GCF_002257865,,
Klebsiella_pneumoniae_WCHKP14G4,FALSE, , , ,GCF_002257875,,
Klebsiella_pneumoniae_WCHKP13F4,FALSE, , , ,GCF_002257925,,
Klebsiella_pneumoniae_WCHKP13F2,FALSE, , , ,GCF_002257935,,
Klebsiella_pneumoniae_WCHKP10H6,FALSE, , , ,GCF_002257965,,
Klebsiella_pneumoniae_WCHKP107220,FALSE, , , ,GCF_002257975,,
Klebsiella_pneumoniae_WCHKP10G4,FALSE, , , ,GCF_002258005,,
Klebsiella_pneumoniae_WCHKP8F5,FALSE, , , ,GCF_002258015,,
Klebsiella_pneumoniae_WCHKP8D7,FALSE, , , ,GCF_002258045,,
Klebsiella_pneumoniae_WCHKP7E2,FALSE, , , ,GCF_002258055,,
Klebsiella_pneumoniae_WCHKP26,FALSE, , , ,GCF_002258085,,
Klebsiella_pneumoniae_WCHKP2005,FALSE, , , ,GCF_002258105,,
Klebsiella_pneumoniae_WCHKP1548,FALSE, , , ,GCF_002258115,,
Klebsiella_pneumoniae_WCHKP8F4,FALSE, , , ,GCF_002258145,,
Klebsiella_pneumoniae_WCHKP1911,FALSE, , , ,GCF_002258155,,
Klebsiella_pneumoniae_WCHKP31,FALSE, , , ,GCF_002258175,,
Klebsiella_pneumoniae_40B3,FALSE, , , ,GCF_002260725,,
Klebsiella_pneumoniae_34E1,FALSE, , , ,GCF_002260885,,
Klebsiella_pneumoniae_2H7,FALSE, , , ,GCF_002260905,,
Klebsiella_pneumoniae_L96,FALSE, , , ,GCF_002261545,,
Klebsiella_pneumoniae_L84,FALSE, , , ,GCF_002261575,,
Klebsiella_pneumoniae_L86,FALSE, , , ,GCF_002261585,,
Klebsiella_pneumoniae_L9,FALSE, , , ,GCF_002261625,,
Klebsiella_pneumoniae_L70,FALSE, , , ,GCF_002261655,,
Klebsiella_pneumoniae_L79,FALSE, , , ,GCF_002261665,,
Klebsiella_pneumoniae_L69,FALSE, , , ,GCF_002261675,,
Klebsiella_pneumoniae_L8,FALSE, , , ,GCF_002261685,,
Klebsiella_pneumoniae_L61,FALSE, , , ,GCF_002261735,,
Klebsiella_pneumoniae_L60,FALSE, , , ,GCF_002261745,,
Klebsiella_pneumoniae_L58,FALSE, , , ,GCF_002261775,,
Klebsiella_pneumoniae_L63,FALSE, , , ,GCF_002261785,,
Klebsiella_pneumoniae_L528,FALSE, , , ,GCF_002261815,,
Klebsiella_pneumoniae_L531,FALSE, , , ,GCF_002261825,,
Klebsiella_pneumoniae_L535,FALSE, , , ,GCF_002261855,,
Klebsiella_pneumoniae_L529,FALSE, , , ,GCF_002261875,,
Klebsiella_pneumoniae_L527,FALSE, , , ,GCF_002261895,,
Klebsiella_pneumoniae_L520,FALSE, , , ,GCF_002261915,,
Klebsiella_pneumoniae_L526,FALSE, , , ,GCF_002261935,,
Klebsiella_pneumoniae_L519,FALSE, , , ,GCF_002261945,,
Klebsiella_pneumoniae_L513,FALSE, , , ,GCF_002261975,,
Klebsiella_pneumoniae_L505,FALSE, , , ,GCF_002261985,,
Klebsiella_pneumoniae_L514,FALSE, , , ,GCF_002262015,,
Klebsiella_pneumoniae_L511,FALSE, , , ,GCF_002262035,,
Klebsiella_pneumoniae_L48,FALSE, , , ,GCF_002262055,,
Klebsiella_pneumoniae_L482,FALSE, , , ,GCF_002262065,,
Klebsiella_pneumoniae_L491,FALSE, , , ,GCF_002262075,,
Klebsiella_pneumoniae_L50,FALSE, , , ,GCF_002262115,,
Klebsiella_pneumoniae_L451,FALSE, , , ,GCF_002262135,,
Klebsiella_pneumoniae_L447,FALSE, , , ,GCF_002262145,,
Klebsiella_pneumoniae_L442,FALSE, , , ,GCF_002262175,,
Klebsiella_pneumoniae_L462,FALSE, , , ,GCF_002262185,,
Klebsiella_pneumoniae_L400,FALSE, , , ,GCF_002262215,,
Klebsiella_pneumoniae_L388,FALSE, , , ,GCF_002262225,,
Klebsiella_pneumoniae_L39,FALSE, , , ,GCF_002262235,,
Klebsiella_pneumoniae_L440,FALSE, , , ,GCF_002262275,,
Klebsiella_pneumoniae_L38,FALSE, , , ,GCF_002262295,,
Klebsiella_pneumoniae_L384,FALSE, , , ,GCF_002262305,,
Klebsiella_pneumoniae_L374,FALSE, , , ,GCF_002262335,,
Klebsiella_pneumoniae_L386,FALSE, , , ,GCF_002262345,,
Klebsiella_pneumoniae_L31,FALSE, , , ,GCF_002262375,,
Klebsiella_pneumoniae_L36,FALSE, , , ,GCF_002262385,,
Klebsiella_pneumoniae_L37,FALSE, , , ,GCF_002262415,,
Klebsiella_pneumoniae_L350,FALSE, , , ,GCF_002262425,,
Klebsiella_pneumoniae_L26,FALSE, , , ,GCF_002262455,,
Klebsiella_pneumoniae_L299,FALSE, , , ,GCF_002262465,,
Klebsiella_pneumoniae_L256,FALSE, , , ,GCF_002262475,,
Klebsiella_pneumoniae_L30,FALSE, , , ,GCF_002262485,,
Klebsiella_pneumoniae_L223,FALSE, , , ,GCF_002262535,,
Klebsiella_pneumoniae_L211,FALSE, , , ,GCF_002262545,,
Klebsiella_pneumoniae_L222,FALSE, , , ,GCF_002262555,,
Klebsiella_pneumoniae_L23,FALSE, , , ,GCF_002262565,,
Klebsiella_pneumoniae_L182,FALSE, , , ,GCF_002262615,,
Klebsiella_pneumoniae_L20,FALSE, , , ,GCF_002262625,,
Klebsiella_pneumoniae_L196,FALSE, , , ,GCF_002262635,,
Klebsiella_pneumoniae_L201,FALSE, , , ,GCF_002262675,,
Klebsiella_variicola_L18,TRUE, , , ,GCF_002262695,,
Klebsiella_pneumoniae_L136,FALSE, , , ,GCF_002262705,,
Klebsiella_pneumoniae_L176,FALSE, , , ,GCF_002262735,,
Klebsiella_pneumoniae_L142,FALSE, , , ,GCF_002262745,,
Klebsiella_pneumoniae_L124,FALSE, , , ,GCF_002262775,,
Klebsiella_pneumoniae_L111,FALSE, , , ,GCF_002262785,,
Klebsiella_pneumoniae_L123,FALSE, , , ,GCF_002262795,,
Klebsiella_pneumoniae_L122,FALSE, , , ,GCF_002262805,,
Klebsiella_pneumoniae_L117,FALSE, , , ,GCF_002262855,,
Klebsiella_pneumoniae_SCPM-O-B-8045.KPB-1470.16,FALSE, , , ,GCF_002263375,,
Klebsiella_pneumoniae_SCPM-O-B-8044.KPB-1617.16,FALSE, , , ,GCF_002263395,,
Raoultella_planticola_R3467,FALSE, , , ,GCF_002264145,,
Klebsiella_pneumoniae_TRKP1,FALSE, , , ,GCF_002264165,,
Klebsiella_pneumoniae_K950,FALSE, , , ,GCF_002264195,,
Klebsiella_pneumoniae_K4314,FALSE, , , ,GCF_002264245,,
Klebsiella_pneumoniae_K4324,FALSE, , , ,GCF_002264265,,
Klebsiella_pneumoniae_K4307,FALSE, , , ,GCF_002264365,,
Klebsiella_pneumoniae_K4311,FALSE, , , ,GCF_002264425,,
Klebsiella_pneumoniae_K5065,FALSE, , , ,GCF_002264435,,
Klebsiella_pneumoniae_K2701,FALSE, , , ,GCF_002264465,,
Klebsiella_pneumoniae_K4280,FALSE, , , ,GCF_002264475,,
Klebsiella_pneumoniae_K3194,FALSE, , , ,GCF_002264505,,
Klebsiella_pneumoniae_K2080,FALSE, , , ,GCF_002264525,,
Klebsiella_pneumoniae_K1177,FALSE, , , ,GCF_002264545,,
Klebsiella_variicola_K2631,TRUE, , , ,GCF_002264565,,
Klebsiella_pneumoniae_K2646,FALSE, , , ,GCF_002264605,,
Klebsiella_pneumoniae_K3902,FALSE, , , ,GCF_002264645,,
Klebsiella_pneumoniae_K3862,FALSE, , , ,GCF_002264685,,
Klebsiella_pneumoniae_K5014,FALSE, , , ,GCF_002264695,,
Klebsiella_pneumoniae_K3893,FALSE, , , ,GCF_002264705,,
Klebsiella_pneumoniae_K3871,FALSE, , , ,GCF_002264715,,
Klebsiella_pneumoniae_K1433,FALSE, , , ,GCF_002264765,,
Klebsiella_pneumoniae_K5012,FALSE, , , ,GCF_002264775,,
Klebsiella_pneumoniae_K3175,FALSE, , , ,GCF_002264785,,
Klebsiella_pneumoniae_K4803,FALSE, , , ,GCF_002264795,,
Klebsiella_pneumoniae_K604,FALSE, , , ,GCF_002264845,,
Klebsiella_pneumoniae_K2147,FALSE, , , ,GCF_002264855,,
Klebsiella_pneumoniae_K669,FALSE, , , ,GCF_002264905,,
Klebsiella_pneumoniae_K666,FALSE, , , ,GCF_002264915,,
Klebsiella_pneumoniae_K85,FALSE, , , ,GCF_002264925,,
Klebsiella_pneumoniae_K3657,FALSE, , , ,GCF_002265015,,
Klebsiella_oxytoca_K3678,TRUE, , , ,GCF_002265085,,
Klebsiella_michiganensis_K1439,FALSE, , , ,GCF_002265195,,
Klebsiella_pneumoniae_QJJ29,FALSE, , , ,GCF_002265425,,
Klebsiella_pneumoniae_QJJ36,FALSE, , , ,GCF_002265525,,
Klebsiella_pneumoniae_QJJ51,FALSE, , , ,GCF_002265565,,
Klebsiella_pneumoniae_QJJ49,FALSE, , , ,GCF_002265605,,
Raoultella_ornithinolytica_Ro25687,FALSE, , , ,GCF_002266585,,
Raoultella_ornithinolytica_Ro25277,FALSE, , , ,GCF_002266645,,
Raoultella_ornithinolytica_Ro24522,FALSE, , , ,GCF_002266665,,
Raoultella_ornithinolytica_Ro24362,FALSE, , , ,GCF_002266675,,
Raoultella_ornithinolytica_Ro24005,FALSE, , , ,GCF_002266685,,
Raoultella_ornithinolytica_Ro23980,FALSE, , , ,GCF_002266695,,
Klebsiella_pneumoniae_H5,FALSE, , , ,GCF_002268655,,
Klebsiella_pneumoniae_F2,FALSE, , , ,GCF_002268675,,
Klebsiella_pneumoniae_C4,FALSE, , , ,GCF_002268725,,
Klebsiella_pneumoniae_F9,FALSE, , , ,GCF_002268755,,
Klebsiella_pneumoniae_E5,FALSE, , , ,GCF_002268775,,
Klebsiella_pneumoniae_C3,FALSE, , , ,GCF_002268785,,
Klebsiella_pneumoniae_B8,FALSE, , , ,GCF_002268815,,
Klebsiella_pneumoniae_I2,FALSE, , , ,GCF_002268825,,
Klebsiella_pneumoniae_H4,FALSE, , , ,GCF_002268855,,
Klebsiella_pneumoniae_F8,FALSE, , , ,GCF_002268865,,
Klebsiella_pneumoniae_F3,FALSE, , , ,GCF_002268895,,
Klebsiella_pneumoniae_B9,FALSE, , , ,GCF_002268915,,
Klebsiella_pneumoniae_I1,FALSE, , , ,GCF_002268925,,
Klebsiella_pneumoniae_D4,FALSE, , , ,GCF_002268935,,
Klebsiella_pneumoniae_C5,FALSE, , , ,GCF_002268945,,
Klebsiella_quasivariicola_KPN1705,TRUE, , , ,GCF_002269255,,
Klebsiella_pneumoniae_911021,FALSE, , , ,GCF_002269295,,
Klebsiella_pneumoniae_B5,FALSE, , , ,GCF_002269795,,
Klebsiella_pneumoniae_K3113,FALSE, , , ,GCF_002269805,,
Klebsiella_pneumoniae_C2,FALSE, , , ,GCF_002269815,,
Klebsiella_pneumoniae_K7118,FALSE, , , ,GCF_002269865,,
Klebsiella_pneumoniae_B6,FALSE, , , ,GCF_002269895,,
Klebsiella_pneumoniae_A5,FALSE, , , ,GCF_002269905,,
Klebsiella_pneumoniae_A2,FALSE, , , ,GCF_002269925,,
Klebsiella_pneumoniae_NU-CRE265,FALSE, , , ,GCF_002271285,,
Klebsiella_pneumoniae_NU-CRE212,FALSE, , , ,GCF_002271295,,
Klebsiella_pneumoniae_NU-CRE101,FALSE, , , ,GCF_002271335,,
Klebsiella_pneumoniae_NU-CRE176,FALSE, , , ,GCF_002271345,,
Klebsiella_pneumoniae_D7,FALSE, , , ,GCF_002271825,,
Klebsiella_pneumoniae_721005,FALSE, , , ,GCF_002278055,,
Klebsiella_pneumoniae_GMR-RA-453.16,FALSE, , , ,GCF_002283495,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_WBB417,TRUE, , , ,GCF_002288845,,
Klebsiella_pneumoniae_KPC02,FALSE, , , ,GCF_002289105,,
Klebsiella_pneumoniae_B16,FALSE, , , ,GCF_002289165,,
Klebsiella_michiganensis_K518,FALSE, , , ,GCF_002290285,,
Klebsiella_pneumoniae_B04,FALSE, , , ,GCF_002295145,,
Klebsiella_pneumoniae_KPC05,FALSE, , , ,GCF_002295185,,
Klebsiella_pneumoniae_B03,FALSE, , , ,GCF_002300715,,
Klebsiella_pneumoniae_B29,FALSE, , , ,GCF_002300755,,
Klebsiella_pneumoniae_B17,FALSE, , , ,GCF_002300775,,
Klebsiella_pneumoniae_B30,FALSE, , , ,GCF_002300785,,
Klebsiella_pneumoniae_KPN535,FALSE, , , ,GCF_002304205,,
Klebsiella_michiganensis_DSM25444(T),TRUE, , , ,GCF_002925905,,
Klebsiella_pneumoniae_207M1D0-sc-2013-04-03T,FALSE, , , ,GCF_900069965,,
Klebsiella_pneumoniae_10271,FALSE, , , ,GCF_900079675,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_06-219,TRUE, , , ,GCF_900080215,,
Klebsiella_michiganensis_k1036-STON10,TRUE, , , ,GCF_900083565,,
Klebsiella_michiganensis_k254-STON14,TRUE, , , ,GCF_900083575,,
Klebsiella_oxytoca_k475-ST2,FALSE, , , ,GCF_900083585,,
Klebsiella_grimontii_k783-STON24,TRUE, , , ,GCF_900083595,,
Klebsiella_grimontii_k1464-STON17,FALSE, , , ,GCF_900083605,,
Klebsiella_oxytoca_k1914-ST2,FALSE, , , ,GCF_900083615,,
Klebsiella_oxytoca_k1796-ST141,TRUE, , , ,GCF_900083625,,
Klebsiella_michiganensis_k993-ST85,FALSE, , , ,GCF_900083635,,
Klebsiella_oxytoca_k1887-STON3,FALSE, , , ,GCF_900083645,,
Klebsiella_oxytoca_k1524-ST2,FALSE, , , ,GCF_900083655,,
Klebsiella_pneumoniae_k463-ST1536,FALSE, , , ,GCF_900083665,,
Klebsiella_oxytoca_k858-STON23,FALSE, , , ,GCF_900083675,,
Raoultella_ornithinolytica_k586,FALSE, , , ,GCF_900083685,,
Klebsiella_michiganensis_k821-ST92,TRUE, , , ,GCF_900083695,,
Klebsiella_oxytoca_k640-ST2,FALSE, , , ,GCF_900083705,,
Klebsiella_oxytoca_k877-STON3,FALSE, , , ,GCF_900083715,,
Klebsiella_oxytoca_k625-ST2,FALSE, , , ,GCF_900083725,,
Klebsiella_oxytoca_k108-STON3,FALSE, , , ,GCF_900083735,,
Klebsiella_oxytoca_k1812-STON3,FALSE, , , ,GCF_900083745,,
Klebsiella_oxytoca_k774-ST2,FALSE, , , ,GCF_900083765,,
Klebsiella_oxytoca_k632-ST2,FALSE, , , ,GCF_900083785,,
Klebsiella_oxytoca_k2361-STON3,FALSE, , , ,GCF_900083795,,
Klebsiella_michiganensis_k1661-ST11,FALSE, , , ,GCF_900083805,,
Klebsiella_oxytoca_k1951-ST2,FALSE, , , ,GCF_900083815,,
Klebsiella_michiganensis_k1083-STON13,TRUE, , , ,GCF_900083825,,
Klebsiella_oxytoca_k529-ST2,TRUE, , , ,GCF_900083855,,
Klebsiella_oxytoca_k351-STON23,FALSE, , , ,GCF_900083865,,
Klebsiella_oxytoca_k1386-ST36,FALSE, , , ,GCF_900083875,,
Klebsiella_michiganensis_k470-ST50,TRUE, , , ,GCF_900083885,,
Klebsiella_oxytoca_k610-STON23,TRUE, , , ,GCF_900083895,,
Klebsiella_oxytoca_k70-ST36,TRUE, , , ,GCF_900083905,,
Klebsiella_michiganensis_k1300-ST50,FALSE, , , ,GCF_900083915,,
Klebsiella_oxytoca_k348-ST36,FALSE, , , ,GCF_900083945,,
Klebsiella_oxytoca_k1972-STON1,TRUE, , , ,GCF_900083955,,
Klebsiella_oxytoca_k893-ST2,FALSE, , , ,GCF_900083965,,
Klebsiella_oxytoca_k789-ST153,TRUE, , , ,GCF_900083975,,
Klebsiella_oxytoca_k961-ST2,FALSE, , , ,GCF_900083985,,
Klebsiella_oxytoca_k208-ST2,FALSE, , , ,GCF_900083995,,
Klebsiella_pneumoniae_k1314-STPN20,FALSE, , , ,GCF_900084005,,
Klebsiella_oxytoca_k1720-ST2,FALSE, , , ,GCF_900084015,,
Klebsiella_oxytoca_k1377-ST36,FALSE, , , ,GCF_900084025,,
Klebsiella_michiganensis_k1941-STON11,TRUE, , , ,GCF_900084035,,
Klebsiella_oxytoca_k930-ST58,TRUE, , , ,GCF_900084045,,
Klebsiella_pneumoniae_k1189,FALSE, , , ,GCF_900084055,,
Klebsiella_pneumoniae_k1325,FALSE, , , ,GCF_900084065,,
Klebsiella_pneumoniae_k1557,FALSE, , , ,GCF_900084075,,
Klebsiella_pneumoniae_k1297,FALSE, , , ,GCF_900084085,,
Klebsiella_pneumoniae_k1303,FALSE, , , ,GCF_900084095,,
Klebsiella_pneumoniae_k1087,FALSE, , , ,GCF_900084105,,
Klebsiella_pneumoniae_k1323,FALSE, , , ,GCF_900084115,,
Klebsiella_pneumoniae_k1057,FALSE, , , ,GCF_900084125,,
Klebsiella_variicola_k1309,TRUE, , , ,GCF_900084135,,
Klebsiella_pneumoniae_k1573,FALSE, , , ,GCF_900084145,,
Klebsiella_pneumoniae_k1209,FALSE, , , ,GCF_900084155,,
Klebsiella_pneumoniae_k1100,FALSE, , , ,GCF_900084165,,
Klebsiella_pneumoniae_k1090,FALSE, , , ,GCF_900084175,,
Klebsiella_pneumoniae_k1296,FALSE, , , ,GCF_900084185,,
Klebsiella_pneumoniae_k1210,FALSE, , , ,GCF_900084195,,
Klebsiella_variicola_k1154-ST250,TRUE, , , ,GCF_900084205,,
Klebsiella_pneumoniae_k1076,FALSE, , , ,GCF_900084215,,
Klebsiella_pneumoniae_k1123,FALSE, , , ,GCF_900084225,,
Klebsiella_pneumoniae_k1279,FALSE, , , ,GCF_900084235,,
Klebsiella_pneumoniae_k1337,FALSE, , , ,GCF_900084245,,
Klebsiella_pneumoniae_k1085,FALSE, , , ,GCF_900084255,,
Klebsiella_pneumoniae_k1159,FALSE, , , ,GCF_900084265,,
Klebsiella_pneumoniae_k1301,FALSE, , , ,GCF_900084275,,
Klebsiella_pneumoniae_k1514,FALSE, , , ,GCF_900084285,,
Klebsiella_variicola_k1527,TRUE, , , ,GCF_900084295,,
Klebsiella_pneumoniae_k1596,FALSE, , , ,GCF_900084305,,
Klebsiella_pneumoniae_k1419,FALSE, , , ,GCF_900084315,,
Klebsiella_pneumoniae_k1529,FALSE, , , ,GCF_900084325,,
Klebsiella_pneumoniae_k1207,FALSE, , , ,GCF_900084335,,
Klebsiella_pneumoniae_k1061,FALSE, , , ,GCF_900084345,,
Klebsiella_pneumoniae_k1534,FALSE, , , ,GCF_900084355,,
Klebsiella_pneumoniae_k1205,FALSE, , , ,GCF_900084365,,
Klebsiella_pneumoniae_k1485,FALSE, , , ,GCF_900084375,,
Klebsiella_pneumoniae_k1336,FALSE, , , ,GCF_900084385,,
Klebsiella_pneumoniae_k1424,FALSE, , , ,GCF_900084395,,
Klebsiella_pneumoniae_k1326,FALSE, , , ,GCF_900084405,,
Klebsiella_pneumoniae_k1264,FALSE, , , ,GCF_900084415,,
Klebsiella_pneumoniae_k1031,FALSE, , , ,GCF_900084425,,
Klebsiella_pneumoniae_k1089,FALSE, , , ,GCF_900084435,,
Klebsiella_pneumoniae_k1634,FALSE, , , ,GCF_900084445,,
Klebsiella_pneumoniae_k1580,FALSE, , , ,GCF_900084455,,
Klebsiella_pneumoniae_k1490,FALSE, , , ,GCF_900084465,,
Klebsiella_pneumoniae_k1446,FALSE, , , ,GCF_900084475,,
Klebsiella_pneumoniae_k1579,FALSE, , , ,GCF_900084485,,
Klebsiella_pneumoniae_k1403,FALSE, , , ,GCF_900084495,,
Klebsiella_pneumoniae_k1639,FALSE, , , ,GCF_900084505,,
Klebsiella_pneumoniae_k1654,FALSE, , , ,GCF_900084515,,
Klebsiella_pneumoniae_k1657,FALSE, , , ,GCF_900084525,,
Klebsiella_pneumoniae_k1658,FALSE, , , ,GCF_900084535,,
Klebsiella_pneumoniae_k1742,FALSE, , , ,GCF_900084545,,
Klebsiella_pneumoniae_k1750,FALSE, , , ,GCF_900084555,,
Klebsiella_pneumoniae_k1766,FALSE, , , ,GCF_900084565,,
Klebsiella_pneumoniae_k1774,FALSE, , , ,GCF_900084575,,
Klebsiella_pneumoniae_k1780,FALSE, , , ,GCF_900084595,,
Klebsiella_pneumoniae_k1798-ST101,FALSE, , , ,GCF_900084605,,
Klebsiella_pneumoniae_k1806-ST15,FALSE, , , ,GCF_900084615,,
Klebsiella_pneumoniae_k1838-ST785,FALSE, , , ,GCF_900084625,,
Klebsiella_pneumoniae_k1842,FALSE, , , ,GCF_900084635,,
Klebsiella_pneumoniae_k1909,FALSE, , , ,GCF_900084645,,
Klebsiella_pneumoniae_k1969-ST1480,FALSE, , , ,GCF_900084655,,
Klebsiella_pneumoniae_k30-ST14,FALSE, , , ,GCF_900084665,,
Klebsiella_pneumoniae_k142b,FALSE, , , ,GCF_900084675,,
Klebsiella_pneumoniae_k223-ST42,FALSE, , , ,GCF_900084685,,
Klebsiella_pneumoniae_k243,FALSE, , , ,GCF_900084695,,
Klebsiella_pneumoniae_k263-ST163,FALSE, , , ,GCF_900084715,,
Klebsiella_pneumoniae_k296,FALSE, , , ,GCF_900084735,,
Klebsiella_pneumoniae_k307,FALSE, , , ,GCF_900084745,,
Klebsiella_pneumoniae_k320-STPN32,FALSE, , , ,GCF_900084755,,
Klebsiella_variicola_k336-STPN38,TRUE, , , ,GCF_900084765,,
Klebsiella_variicola_k379-STPN41,TRUE, , , ,GCF_900084775,,
Klebsiella_variicola_k385-STPN72,TRUE, , , ,GCF_900084795,,
Klebsiella_pneumoniae_k446-ST20,FALSE, , , ,GCF_900084805,,
Klebsiella_pneumoniae_k479-STPN17,FALSE, , , ,GCF_900084815,,
Klebsiella_pneumoniae_k518-ST101,FALSE, , , ,GCF_900084825,,
Klebsiella_pneumoniae_k480-ST35,FALSE, , , ,GCF_900084835,,
