"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_pneumoniae_ARLG-2981,FALSE, , , ,GCF_002184505,,
Klebsiella_pneumoniae_ARLG-2982,FALSE, , , ,GCF_002184515,,
Klebsiella_pneumoniae_ARLG-2978,FALSE, , , ,GCF_002184525,,
Klebsiella_aerogenes_ARLG-2973,FALSE, , , ,GCF_002184575,,
Klebsiella_aerogenes_ARLG-2971,FALSE, , , ,GCF_002184625,,
Klebsiella_pneumoniae_ARLG-2956,FALSE, , , ,GCF_002184705,,
Klebsiella_pneumoniae_ARLG-2951,FALSE, , , ,GCF_002184715,,
Klebsiella_pneumoniae_ARLG-2846,FALSE, , , ,GCF_002184745,,
Klebsiella_pneumoniae_ARLG-2820,FALSE, , , ,GCF_002184755,,
Klebsiella_pneumoniae_ARLG-2794,FALSE, , , ,GCF_002184785,,
Klebsiella_pneumoniae_ARLG-2791,FALSE, , , ,GCF_002184795,,
Klebsiella_pneumoniae_ARLG-2758,FALSE, , , ,GCF_002184825,,
Klebsiella_pneumoniae_ARLG-2745,FALSE, , , ,GCF_002184835,,
Klebsiella_pneumoniae_ARLG-2737,FALSE, , , ,GCF_002184865,,
Klebsiella_pneumoniae_ARLG-2727R,FALSE, , , ,GCF_002184875,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_ARLG-2711,TRUE, , , ,GCF_002184905,,
Klebsiella_pneumoniae_ARLG-2725,FALSE, , , ,GCF_002184915,,
Klebsiella_pneumoniae_ARLG-2570,FALSE, , , ,GCF_002184945,,
Klebsiella_pneumoniae_ARLG-2696,FALSE, , , ,GCF_002184955,,
Klebsiella_pneumoniae_ARLG-2543,FALSE, , , ,GCF_002184985,,
Klebsiella_pneumoniae_ARLG-2491,FALSE, , , ,GCF_002184995,,
Klebsiella_pneumoniae_ARLG-2483,FALSE, , , ,GCF_002185025,,
Klebsiella_pneumoniae_ARLG-2480,FALSE, , , ,GCF_002185045,,
Klebsiella_pneumoniae_ARLG-2459,FALSE, , , ,GCF_002185055,,
Klebsiella_pneumoniae_ARLG-2176,FALSE, , , ,GCF_002185075,,
Klebsiella_pneumoniae_ARLG-2131,FALSE, , , ,GCF_002185105,,
Klebsiella_pneumoniae_ARLG-2130,FALSE, , , ,GCF_002185125,,
Klebsiella_pneumoniae_ARLG-2123,FALSE, , , ,GCF_002185135,,
Klebsiella_pneumoniae_ARLG-2122,FALSE, , , ,GCF_002185155,,
Klebsiella_pneumoniae_ARLG-2082,FALSE, , , ,GCF_002185185,,
Klebsiella_pneumoniae_ARLG-2051,FALSE, , , ,GCF_002185205,,
Klebsiella_pneumoniae_ARLG-2003,FALSE, , , ,GCF_002185215,,
Klebsiella_pneumoniae_ARLG-2953,FALSE, , , ,GCF_002185285,,
Klebsiella_aerogenes_ARLG-2969,FALSE, , , ,GCF_002185345,,
Klebsiella_pneumoniae_ARLG-2949,FALSE, , , ,GCF_002185355,,
Klebsiella_pneumoniae_ARLG-2862,FALSE, , , ,GCF_002185385,,
Klebsiella_pneumoniae_ARLG-2850,FALSE, , , ,GCF_002185405,,
Klebsiella_pneumoniae_ARLG-2800,FALSE, , , ,GCF_002185415,,
Klebsiella_pneumoniae_ARLG-2806,FALSE, , , ,GCF_002185425,,
Klebsiella_pneumoniae_ARLG-2723,FALSE, , , ,GCF_002185465,,
Klebsiella_pneumoniae_ARLG-2718,FALSE, , , ,GCF_002185485,,
Klebsiella_pneumoniae_ARLG-2709,FALSE, , , ,GCF_002185495,,
Klebsiella_pneumoniae_ARLG-2689,FALSE, , , ,GCF_002185515,,
Klebsiella_pneumoniae_ARLG-2585,FALSE, , , ,GCF_002185545,,
Klebsiella_pneumoniae_ARLG-2568,FALSE, , , ,GCF_002185555,,
Klebsiella_pneumoniae_ARLG-2550,FALSE, , , ,GCF_002185565,,
Klebsiella_pneumoniae_ARLG-2512,FALSE, , , ,GCF_002185575,,
Klebsiella_pneumoniae_ARLG-2191,FALSE, , , ,GCF_002185625,,
Klebsiella_pneumoniae_ARLG-2485,FALSE, , , ,GCF_002185645,,
Klebsiella_pneumoniae_ARLG-2134,FALSE, , , ,GCF_002185655,,
Klebsiella_pneumoniae_ARLG-2423,FALSE, , , ,GCF_002185665,,
Klebsiella_pneumoniae_ARLG-2132,FALSE, , , ,GCF_002185705,,
Klebsiella_pneumoniae_ARLG-2079,FALSE, , , ,GCF_002185725,,
Klebsiella_pneumoniae_ARLG-2060,FALSE, , , ,GCF_002185735,,
Klebsiella_pneumoniae_ARLG-2021,FALSE, , , ,GCF_002185745,,
Klebsiella_pneumoniae_ARLG-2019,FALSE, , , ,GCF_002185755,,
Klebsiella_pneumoniae_ARLG-2012,FALSE, , , ,GCF_002185805,,
Klebsiella_pneumoniae_ARLG-2958,FALSE, , , ,GCF_002185815,,
Klebsiella_pneumoniae_ARLG-2008,FALSE, , , ,GCF_002185835,,
Klebsiella_pneumoniae_ARLG-2946,FALSE, , , ,GCF_002185885,,
Klebsiella_pneumoniae_ARLG-2877,FALSE, , , ,GCF_002185905,,
Klebsiella_pneumoniae_ARLG-2859,FALSE, , , ,GCF_002185915,,
Klebsiella_pneumoniae_ARLG-2873,FALSE, , , ,GCF_002185925,,
Klebsiella_pneumoniae_ARLG-2847,FALSE, , , ,GCF_002185965,,
Klebsiella_pneumoniae_ARLG-2818,FALSE, , , ,GCF_002185975,,
Klebsiella_pneumoniae_ARLG-2753,FALSE, , , ,GCF_002186005,,
Klebsiella_pneumoniae_ARLG-2744,FALSE, , , ,GCF_002186015,,
Klebsiella_pneumoniae_ARLG-2695,FALSE, , , ,GCF_002186045,,
Klebsiella_pneumoniae_ARLG-2722,FALSE, , , ,GCF_002186055,,
Klebsiella_pneumoniae_ARLG-2686,FALSE, , , ,GCF_002186085,,
Klebsiella_pneumoniae_ARLG-2552,FALSE, , , ,GCF_002186095,,
Klebsiella_pneumoniae_ARLG-2523,FALSE, , , ,GCF_002186125,,
Klebsiella_pneumoniae_ARLG-2536,FALSE, , , ,GCF_002186135,,
Klebsiella_pneumoniae_ARLG-2520,FALSE, , , ,GCF_002186165,,
Klebsiella_pneumoniae_ARLG-2515,FALSE, , , ,GCF_002186185,,
Klebsiella_pneumoniae_ARLG-2464,FALSE, , , ,GCF_002186205,,
Klebsiella_pneumoniae_ARLG-2487,FALSE, , , ,GCF_002186215,,
Klebsiella_pneumoniae_ARLG-2426,FALSE, , , ,GCF_002186245,,
Klebsiella_pneumoniae_ARLG-2429,FALSE, , , ,GCF_002186255,,
Klebsiella_pneumoniae_ARLG-2188,FALSE, , , ,GCF_002186265,,
Klebsiella_pneumoniae_ARLG-2182,FALSE, , , ,GCF_002186275,,
Klebsiella_pneumoniae_ARLG-2133,FALSE, , , ,GCF_002186325,,
Klebsiella_pneumoniae_ARLG-2084,FALSE, , , ,GCF_002186335,,
Klebsiella_pneumoniae_ARLG-2089,FALSE, , , ,GCF_002186365,,
Klebsiella_pneumoniae_ARLG-2080,FALSE, , , ,GCF_002186375,,
Klebsiella_pneumoniae_ARLG-2022,FALSE, , , ,GCF_002186405,,
Klebsiella_pneumoniae_ARLG-2027,FALSE, , , ,GCF_002186415,,
Klebsiella_pneumoniae_UNMC-8078,FALSE, , , ,GCF_002186435,,
Klebsiella_pneumoniae_UNMC-7905,FALSE, , , ,GCF_002186465,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_UNMC-7493,FALSE, , , ,GCF_002186485,,
Klebsiella_pneumoniae_PO967,FALSE, , , ,GCF_002186505,,
Klebsiella_quasivariicola_PO552,TRUE, , , ,GCF_002186515,,
Klebsiella_pneumoniae_PO450,FALSE, , , ,GCF_002186545,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_PO416,FALSE, , , ,GCF_002186565,,
Klebsiella_pneumoniae_PO633,FALSE, , , ,GCF_002186585,,
Klebsiella_pneumoniae_PO906,FALSE, , , ,GCF_002186595,,
Klebsiella_pneumoniae_PO613,FALSE, , , ,GCF_002186625,,
Klebsiella_pneumoniae_PO457,FALSE, , , ,GCF_002186635,,
Klebsiella_pneumoniae_MM-2436,FALSE, , , ,GCF_002186665,,
Klebsiella_pneumoniae_PO2673,FALSE, , , ,GCF_002186695,,
Klebsiella_pneumoniae_PO379,FALSE, , , ,GCF_002186705,,
Klebsiella_pneumoniae_PO343,FALSE, , , ,GCF_002186725,,
Klebsiella_grimontii_PO2731,TRUE, , , ,GCF_002186735,,
Klebsiella_pneumoniae_PO2429,FALSE, , , ,GCF_002186775,,
Klebsiella_pneumoniae_PO1932,FALSE, , , ,GCF_002186785,,
Klebsiella_pneumoniae_PO1805,FALSE, , , ,GCF_002186805,,
Klebsiella_pneumoniae_PO1842,FALSE, , , ,GCF_002186835,,
Klebsiella_pneumoniae_PO1659,FALSE, , , ,GCF_002186855,,
Klebsiella_pneumoniae_PO1516,FALSE, , , ,GCF_002186865,,
Klebsiella_pneumoniae_PO1380,FALSE, , , ,GCF_002186895,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_PO1285,TRUE, , , ,GCF_002186915,,
Klebsiella_pneumoniae_MM-MK-620,FALSE, , , ,GCF_002186935,,
Klebsiella_pneumoniae_PO1238,FALSE, , , ,GCF_002186945,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MM-2867,TRUE, , , ,GCF_002186965,,
Klebsiella_pneumoniae_HB-Z-2591,FALSE, , , ,GCF_002186995,,
Klebsiella_pneumoniae_HB-2044,FALSE, , , ,GCF_002187015,,
Klebsiella_pneumoniae_G749,FALSE, , , ,GCF_002187025,,
Klebsiella_pneumoniae_G4749,FALSE, , , ,GCF_002187055,,
Klebsiella_pneumoniae_G4747,FALSE, , , ,GCF_002187065,,
Klebsiella_pneumoniae_G4731,FALSE, , , ,GCF_002187095,,
Klebsiella_pneumoniae_G4730,FALSE, , , ,GCF_002187105,,
Klebsiella_pneumoniae_G4717,FALSE, , , ,GCF_002187135,,
Klebsiella_pneumoniae_G4712,FALSE, , , ,GCF_002187145,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4612,FALSE, , , ,GCF_002187175,,
Klebsiella_pneumoniae_G4605,FALSE, , , ,GCF_002187185,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4582,TRUE, , , ,GCF_002187215,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4601,FALSE, , , ,GCF_002187225,,
Klebsiella_pneumoniae_G3704,FALSE, , , ,GCF_002187245,,
Klebsiella_pneumoniae_G4348,FALSE, , , ,GCF_002187255,,
Klebsiella_pneumoniae_G3504,FALSE, , , ,GCF_002187295,,
Klebsiella_pneumoniae_G3435,FALSE, , , ,GCF_002187305,,
Klebsiella_pneumoniae_G2666,FALSE, , , ,GCF_002187315,,
Klebsiella_pneumoniae_G292,FALSE, , , ,GCF_002187335,,
Klebsiella_pneumoniae_G2629,FALSE, , , ,GCF_002187375,,
Klebsiella_pneumoniae_G2280,FALSE, , , ,GCF_002187385,,
Klebsiella_pneumoniae_G2275,FALSE, , , ,GCF_002187395,,
Klebsiella_pneumoniae_G1598,FALSE, , , ,GCF_002187405,,
Klebsiella_pneumoniae_G1512,FALSE, , , ,GCF_002187455,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_CAB1577,TRUE, , , ,GCF_002187465,,
Klebsiella_pneumoniae_G1015,FALSE, , , ,GCF_002187475,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_G1129,TRUE, , , ,GCF_002187485,,
Klebsiella_pneumoniae_CAB1354,FALSE, , , ,GCF_002187535,,
Klebsiella_pneumoniae_BH3723,FALSE, , , ,GCF_002187545,,
Klebsiella_pneumoniae_CAB1442,FALSE, , , ,GCF_002187575,,
Klebsiella_pneumoniae_BH3953,FALSE, , , ,GCF_002187585,,
Klebsiella_pneumoniae_BH3183,FALSE, , , ,GCF_002187615,,
Klebsiella_pneumoniae_BH1986,FALSE, , , ,GCF_002187625,,
Klebsiella_pneumoniae_AK-905,FALSE, , , ,GCF_002187655,,
Klebsiella_pneumoniae_BH1877,FALSE, , , ,GCF_002187665,,
Klebsiella_pneumoniae_AK-800,FALSE, , , ,GCF_002187685,,
Klebsiella_pneumoniae_AK-896,FALSE, , , ,GCF_002187715,,
Klebsiella_pneumoniae_AK-1025,FALSE, , , ,GCF_002187735,,
Klebsiella_pneumoniae_PO380,FALSE, , , ,GCF_002187745,,
Klebsiella_pneumoniae_PO2659,FALSE, , , ,GCF_002187775,,
Klebsiella_pneumoniae_AK-1023,FALSE, , , ,GCF_002187785,,
Klebsiella_pneumoniae_PO1563,FALSE, , , ,GCF_002187805,,
Klebsiella_pneumoniae_PO1758,FALSE, , , ,GCF_002187835,,
Klebsiella_pneumoniae_PO1407,FALSE, , , ,GCF_002187855,,
Klebsiella_pneumoniae_HB-AB-3196,FALSE, , , ,GCF_002187865,,
Klebsiella_pneumoniae_HB-4285,FALSE, , , ,GCF_002187895,,
Klebsiella_pneumoniae_HB-1051,FALSE, , , ,GCF_002187915,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G747,FALSE, , , ,GCF_002187935,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4704,FALSE, , , ,GCF_002187945,,
Klebsiella_pneumoniae_G4606,FALSE, , , ,GCF_002187975,,
Klebsiella_pneumoniae_G4049,FALSE, , , ,GCF_002187995,,
Klebsiella_pneumoniae_G4597,FALSE, , , ,GCF_002188015,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4593,FALSE, , , ,GCF_002188025,,
Klebsiella_pneumoniae_G3051,FALSE, , , ,GCF_002188055,,
Klebsiella_pneumoniae_G186,FALSE, , , ,GCF_002188075,,
Klebsiella_pneumoniae_G160,FALSE, , , ,GCF_002188095,,
Klebsiella_pneumoniae_G1457,FALSE, , , ,GCF_002188105,,
Klebsiella_pneumoniae_CAB1505,FALSE, , , ,GCF_002188135,,
Klebsiella_pneumoniae_CAB1458,FALSE, , , ,GCF_002188145,,
Klebsiella_pneumoniae_BH2937,FALSE, , , ,GCF_002188175,,
Klebsiella_pneumoniae_BH2511,FALSE, , , ,GCF_002188185,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_AK-SD-007,TRUE, , , ,GCF_002188215,,
Klebsiella_pneumoniae_BH2308,FALSE, , , ,GCF_002188235,,
Klebsiella_pneumoniae_AK-B-SD-011,FALSE, , , ,GCF_002188245,,
Klebsiella_pneumoniae_AK-991,FALSE, , , ,GCF_002188255,,
Klebsiella_pneumoniae_AK-1024,FALSE, , , ,GCF_002188295,,
Klebsiella_pneumoniae_C3-D9-12,FALSE, , , ,GCF_002189165,,
Klebsiella_pneumoniae_C4-D10-13,FALSE, , , ,GCF_002189185,,
Klebsiella_pneumoniae_C10-E6-15,FALSE, , , ,GCF_002189245,,
Klebsiella_pneumoniae_C11-E7-15,FALSE, , , ,GCF_002189255,,
Klebsiella_pneumoniae_C6-E2-14,FALSE, , , ,GCF_002189265,,
Klebsiella_pneumoniae_C12-E8-15,FALSE, , , ,GCF_002189305,,
Klebsiella_pneumoniae_C13-E9-15,FALSE, , , ,GCF_002189325,,
Klebsiella_pneumoniae_C7-E3-14,FALSE, , , ,GCF_002189335,,
Klebsiella_pneumoniae_C9-E5-15,FALSE, , , ,GCF_002189385,,
Klebsiella_pneumoniae_C14-E10-16,FALSE, , , ,GCF_002189415,,
Klebsiella_pneumoniae_AR-0126,FALSE, , , ,GCF_002192315,,
Klebsiella_pneumoniae_AR-0113,FALSE, , , ,GCF_002192335,,
Klebsiella_pneumoniae_AR-0138,FALSE, , , ,GCF_002192375,,
Klebsiella_michiganensis_DPB-3,TRUE, , , ,GCF_002192755,,
Klebsiella_pneumoniae_1721,FALSE, , , ,GCF_002192975,,
Klebsiella_pneumoniae_AR-0120,FALSE, , , ,GCF_002197225,,
Klebsiella_pneumoniae_AR-0125,FALSE, , , ,GCF_002197505,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MGF005,FALSE, , , ,GCF_002197675,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MGF008,FALSE, , , ,GCF_002197725,,
Klebsiella_pneumoniae_AR-0139,FALSE, , , ,GCF_002202195,,
Klebsiella_pneumoniae_AR-0145,FALSE, , , ,GCF_002202215,,
Klebsiella_pneumoniae_AR-0152,FALSE, , , ,GCF_002202235,,
Klebsiella_pneumoniae_AR-0148,FALSE, , , ,GCF_002202255,,
Klebsiella_pneumoniae_AR-0107,FALSE, , , ,GCF_002202275,,
Raoultella_ornithinolytica_PX02,FALSE, , , ,GCF_002204595,,
Klebsiella_aerogenes_PX01,FALSE, , , ,GCF_002204605,,
Klebsiella_pneumoniae_852K,FALSE, , , ,GCF_002205015,,
Klebsiella_pneumoniae_852,FALSE, , , ,GCF_002205025,,
Klebsiella_pneumoniae_1337LF,FALSE, , , ,GCF_002205045,,
Klebsiella_pneumoniae_872,FALSE, , , ,GCF_002205055,,
Klebsiella_pneumoniae_302,FALSE, , , ,GCF_002205985,,
Klebsiella_pneumoniae_327,FALSE, , , ,GCF_002205995,,
Klebsiella_pneumoniae_329,FALSE, , , ,GCF_002206015,,
Klebsiella_pneumoniae_19051,FALSE, , , ,GCF_002209405,,
Klebsiella_pneumoniae-subsp-pneumoniae_KpvST23L-OXA-48,FALSE, , , ,GCF_002210445,,
Klebsiella_pneumoniae_SCPM-O-B-7851.KPI-3014,FALSE, , , ,GCF_002211125,,
Klebsiella_variicola_MB351,TRUE, , , ,GCF_002211425,,
Klebsiella_pneumoniae_KPn-704SK6,FALSE, , , ,GCF_002211665,,
Klebsiella_pneumoniae_MLST-15,FALSE, , , ,GCF_002211905,,
Raoultella_ornithinolytica_Ro24724,FALSE, , , ,GCF_002214825,,
Raoultella_ornithinolytica_1810,FALSE, , , ,GCF_002215315,,
Klebsiella_michiganensis_K516,FALSE, , , ,GCF_002216835,,
Klebsiella_pneumoniae_JMI28838mut,FALSE, , , ,GCF_002234875,,
Klebsiella_pneumoniae_JMI28838,FALSE, , , ,GCF_002234895,,
Klebsiella_pneumoniae_67,FALSE, , , ,GCF_002235035,,
Klebsiella_pneumoniae_68,FALSE, , , ,GCF_002235045,,
Klebsiella_pneumoniae_66,FALSE, , , ,GCF_002235055,,
Klebsiella_pneumoniae_63,FALSE, , , ,GCF_002235095,,
Klebsiella_pneumoniae_62,FALSE, , , ,GCF_002235105,,
Klebsiella_pneumoniae_61,FALSE, , , ,GCF_002235115,,
Klebsiella_pneumoniae_59-2,FALSE, , , ,GCF_002235155,,
Klebsiella_pneumoniae_57,FALSE, , , ,GCF_002235165,,
Klebsiella_pneumoniae_58,FALSE, , , ,GCF_002235175,,
Klebsiella_pneumoniae_56,FALSE, , , ,GCF_002235215,,
Klebsiella_pneumoniae_54,FALSE, , , ,GCF_002235235,,
Klebsiella_pneumoniae_53,FALSE, , , ,GCF_002235245,,
Klebsiella_pneumoniae_52,FALSE, , , ,GCF_002235265,,
Klebsiella_pneumoniae_51,FALSE, , , ,GCF_002235295,,
Klebsiella_pneumoniae_50,FALSE, , , ,GCF_002235315,,
Klebsiella_pneumoniae_49,FALSE, , , ,GCF_002235325,,
Klebsiella_pneumoniae_46,FALSE, , , ,GCF_002235355,,
Klebsiella_pneumoniae_44,FALSE, , , ,GCF_002235375,,
Klebsiella_pneumoniae_43,FALSE, , , ,GCF_002235395,,
Klebsiella_pneumoniae_42,FALSE, , , ,GCF_002235415,,
Klebsiella_pneumoniae_45,FALSE, , , ,GCF_002235435,,
Klebsiella_pneumoniae_40,FALSE, , , ,GCF_002235455,,
Klebsiella_pneumoniae_34,FALSE, , , ,GCF_002235475,,
Klebsiella_pneumoniae_14,FALSE, , , ,GCF_002235495,,
Klebsiella_pneumoniae_18,FALSE, , , ,GCF_002235515,,
Klebsiella_pneumoniae_36,FALSE, , , ,GCF_002235535,,
Klebsiella_pneumoniae_5,FALSE, , , ,GCF_002235555,,
Klebsiella_pneumoniae_35,FALSE, , , ,GCF_002235575,,
Klebsiella_pneumoniae_29,FALSE, , , ,GCF_002235595,,
Klebsiella_pneumoniae_28,FALSE, , , ,GCF_002235615,,
Klebsiella_pneumoniae_26,FALSE, , , ,GCF_002235635,,
Klebsiella_pneumoniae_25,FALSE, , , ,GCF_002235655,,
Klebsiella_pneumoniae_23,FALSE, , , ,GCF_002235675,,
Klebsiella_pneumoniae_12,FALSE, , , ,GCF_002235695,,
Klebsiella_pneumoniae_10,FALSE, , , ,GCF_002235705,,
Klebsiella_pneumoniae_3,FALSE, , , ,GCF_002235735,,
Klebsiella_pneumoniae_6,FALSE, , , ,GCF_002235755,,
Klebsiella_pneumoniae_33,FALSE, , , ,GCF_002235765,,
Klebsiella_pneumoniae_39,FALSE, , , ,GCF_002235795,,
Klebsiella_pneumoniae_1,FALSE, , , ,GCF_002235815,,
Klebsiella_pneumoniae_30,FALSE, , , ,GCF_002235825,,
Klebsiella_pneumoniae_27,FALSE, , , ,GCF_002235835,,
Klebsiella_pneumoniae_22,FALSE, , , ,GCF_002235875,,
Klebsiella_pneumoniae_19,FALSE, , , ,GCF_002235895,,
Klebsiella_pneumoniae_11,FALSE, , , ,GCF_002235915,,
Klebsiella_pneumoniae_17,FALSE, , , ,GCF_002235935,,
Klebsiella_pneumoniae_16,FALSE, , , ,GCF_002235945,,
Klebsiella_pneumoniae_13,FALSE, , , ,GCF_002235975,,
Klebsiella_pneumoniae_2,FALSE, , , ,GCF_002235985,,
Klebsiella_pneumoniae_7,FALSE, , , ,GCF_002236015,,
Klebsiella_pneumoniae_4,FALSE, , , ,GCF_002236055,,
Klebsiella_pneumoniae_64,FALSE, , , ,GCF_002236085,,
Klebsiella_pneumoniae_60,FALSE, , , ,GCF_002236145,,
Klebsiella_pneumoniae_55,FALSE, , , ,GCF_002236155,,
Klebsiella_pneumoniae_48,FALSE, , , ,GCF_002236185,,
Klebsiella_pneumoniae_65,FALSE, , , ,GCF_002236195,,
Klebsiella_pneumoniae_47,FALSE, , , ,GCF_002236205,,
Klebsiella_pneumoniae_41,FALSE, , , ,GCF_002236245,,
Klebsiella_pneumoniae_32,FALSE, , , ,GCF_002236265,,
Klebsiella_pneumoniae_37,FALSE, , , ,GCF_002236275,,
Klebsiella_pneumoniae_38,FALSE, , , ,GCF_002236305,,
Klebsiella_pneumoniae_31,FALSE, , , ,GCF_002236315,,
Klebsiella_pneumoniae_21,FALSE, , , ,GCF_002236345,,
Klebsiella_pneumoniae_15,FALSE, , , ,GCF_002236365,,
Klebsiella_pneumoniae_9,FALSE, , , ,GCF_002236385,,
Klebsiella_pneumoniae_8,FALSE, , , ,GCF_002236405,,
Klebsiella_pneumoniae_24,FALSE, , , ,GCF_002236425,,
Klebsiella_pneumoniae_20,FALSE, , , ,GCF_002236445,,
Klebsiella_pneumoniae_VD412,FALSE, , , ,GCF_002237985,,
Klebsiella_pneumoniae_OK8,FALSE, , , ,GCF_002238125,,
Klebsiella_pneumoniae-subsp-pneumoniae_CREC014-1,FALSE, , , ,GCF_002239705,,
Klebsiella_pneumoniae-subsp-pneumoniae_CREC003-1,FALSE, , , ,GCF_002239715,,
Klebsiella_pneumoniae-subsp-pneumoniae_4REI026-2,FALSE, , , ,GCF_002239805,,
Klebsiella_pneumoniae-subsp-pneumoniae_CREI026-1,FALSE, , , ,GCF_002239815,,
Klebsiella_pneumoniae_ESBL-SIUK-7,FALSE, , , ,GCF_002239875,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_G4584,FALSE, , , ,GCF_002239895,,
Klebsiella_pneumoniae_G746,FALSE, , , ,GCF_002239965,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_HKUOPA4,FALSE, , , ,GCF_002240295,,
Klebsiella_pneumoniae_ICBKpBL-III-03.1,FALSE, , , ,GCF_002241035,,
Klebsiella_pneumoniae_BIC-1,FALSE, , , ,GCF_002243445,,
Klebsiella_variicola_KV093,TRUE, , , ,GCF_002245455,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRPRTH04,FALSE, , , ,GCF_002246035,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRPRTH05,FALSE, , , ,GCF_002246045,,
Klebsiella_pneumoniae_ECCTRSRTH01,FALSE, , , ,GCF_002246075,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH16,FALSE, , , ,GCF_002246125,,
Klebsiella_pneumoniae-subsp-pneumoniae_ECCRETH03,FALSE, , , ,GCF_002246155,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH20,FALSE, , , ,GCF_002246235,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH18,FALSE, , , ,GCF_002246245,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH22,FALSE, , , ,GCF_002246275,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH23,FALSE, , , ,GCF_002246285,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH25,FALSE, , , ,GCF_002246315,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH24,FALSE, , , ,GCF_002246325,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH27,FALSE, , , ,GCF_002246355,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH28,FALSE, , , ,GCF_002246365,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH30,FALSE, , , ,GCF_002246395,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH29,FALSE, , , ,GCF_002246415,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH32,FALSE, , , ,GCF_002246435,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH33,FALSE, , , ,GCF_002246455,,
Klebsiella_pneumoniae-subsp-pneumoniae_ECCRETH07,FALSE, , , ,GCF_002246475,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRPRTH02,FALSE, , , ,GCF_002246555,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH09,FALSE, , , ,GCF_002246575,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH19,FALSE, , , ,GCF_002246635,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH21,FALSE, , , ,GCF_002246655,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_KPCRETH06,TRUE, , , ,GCF_002246675,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH26,FALSE, , , ,GCF_002246685,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH07,FALSE, , , ,GCF_002246695,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH08,FALSE, , , ,GCF_002246705,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCTRPRTH03,FALSE, , , ,GCF_002246765,,
Klebsiella_pneumoniae-subsp-pneumoniae_ECCRETH01,FALSE, , , ,GCF_002246785,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPCRETH10,FALSE, , , ,GCF_002246835,,
